TITCK_ID,TITCK_Ilac_Adi,ATC_Barkod,ATC_Kodu,ATC_Durumu,Match_Score
9404,NEXİUM 20 MG ENTERIK KAPLI PELLET TABLET,8699786040038,A02BC05,Aktif,64.63
9405,NEXİUM 40 MG ENTERİK KAPLI PELLET TABLET,8699786040014,A02BC05,Pasif,72.22
9406,NEXIVOL 10 MG TABLET,8699514010364,C07AB12,Aktif,60.19
9407,NEXIVOL 5 MG TABLET,8699514010043,C07AB12,Pasif,63.83
9408,NEXOMEP 20MG ENTERIK KAPLI PELLET TABLET,8699516043018,A02BC05,Pasif,69.68
9409,NEXOMEP 40MG ENTERIK KAPLI PELLET TABLET,8699516043018,A02BC05,Pasif,68.39
9410,NEXPLANON 68 MG İMPLANT,8683280337299,G03AC08,Aktif,69.23
9411,NEXPOVIO 20 MG FILM KAPLI TABLET,8699831090360,L01XX66,Aktif,69.7
9412,NEXPRO 275 MG FİLM TABLET,8697772090067,M01AE02,Aktif,58.82
9413,NEXPRO FORTE 550 MG FİLM TABLET,8697772090067,M01AE02,Aktif,60.8
9414,NEXSTEP 20 MG ENTERİK KAPLI TABLET,8697930044277,A02BC05,Pasif,78.33
9415,NEXSTEP 40 MG ENTERİK KAPLI TABLET,8680881040696,A02BC05,Aktif,76.67
9416,NEXTELLE  30  MG  TABLET,8699514094302,G03AD02,Aktif,62.61
9417,NEXTOLAC  17  G  ORAL  ÇöZELTI  HAZıRLAMAK İçIN TOZ,8699862270045,B02BX04,Aktif,60.98
9418,NEXVİAZYME 100 MG İNFÜZYONLUK ÇÖZELTİ HAZIRLAMADA KULLANILACAK KONSANTRE İÇİN TOZ,8681735790460,J02AX05,Aktif,69.09
9419,"NGENLA 24 MG /1,2 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM",8681308951007,H01AC08,Aktif,87.1
9420,"NGENLA 60 MG /1,2 ML ENJEKSIYONLUK ÇöZELTI  İçEREN KULLANıMA HAZıR KALEM",8681308951106,H01AC08,Aktif,87.1
9421,NİASCOR ER 1000 MG UZATıLMış SALıMLı TABLET,8699828030065,C10AD02,Pasif,66.67
9422,NİASCOR ER 500 MG UZATıLMış SALıMLı TABLET,8699828030065,C10AD02,Pasif,68.39
9423,NİASCOR ER 750 MG UZATıLMış SALıMLı TABLET,8699828030065,C10AD02,Pasif,69.68
9424,NIASPAN 1000 MG UZATILMIŞ SALIMLI TABLET,8699548033513,C10AD02,Pasif,90.27
9425,NIASPAN 375 MG UZATILMIŞ SALIMLI TABLET,8699548033469,C10AD02,Pasif,86.49
9426,NIASPAN 500 MG UZATILMIŞ SALIMLI TABLET,8699548033469,C10AD02,Pasif,90.09
9427,NIASPAN 750 MG UZATILMIŞ SALIMLI TABLET,8699548033469,C10AD02,Pasif,88.29
9428,NİBTU 100 MG FİLM KAPLI TABLET,8699650090015,L01EA01,Aktif,69.77
9429,NİBTU 400 MG FİLM KAPLI TABLET,8699650090022,L01EA01,Aktif,68.75
9430,NİBULEN %1 KREM,8697621220126,A07EC02,Pasif,46.4
9431,NİBULEN 10 MG/ML DERMAL ÇÖZELTİ,8699783950125,H01CB03,Aktif,51.55
9432,NİBULEN 80 MG/G TIRNAK CİLASI SETİ,8683060650020,D01AE14,Pasif,53.85
9433,NICARDIPINE AGUETTANT 10 MG/10 ML ENJEKSIYONLUK ÇöZELTI,8699676950232,H01AC01,Pasif,60.78
9434,NİCARFLEX PREMİKS 20 MG/200 ML I.V. İNFÜZYONLUK ÇÖZELTİ,8699606896555,J02AX05,Aktif,60.44
9435,NICORETTE COOLS 2 MG NANELI PASTIL,8683873411535,N07BA01,Aktif,59.42
9436,NICORETTE COOLS 4 MG NANELI PASTIL,8683873411566,N07BA01,Aktif,59.42
9437,NİCORETTE FRESHFRUİT 2 MG MEYVELİ SAKIZ,8683873423101,N07BA01,Aktif,66.23
9438,NİCORETTE FRESHFRUİT 4 MG MEYVELİ SAKIZ,8683873423101,N07BA01,Aktif,64.9
9439,NICORETTE FRESHMINT 2 MG NANELI SAKıZ,8683873423224,N07BA01,Aktif,65.31
9440,NİCORETTE FRESHMİNT 4 MG NANELİ SAKIZ,8683873423224,N07BA01,Aktif,63.95
9441,NİCORETTE INVISI 10 MG / 16 SAAT TRANSDERMAL FLASTER,8683873481309,N07BA01,Aktif,66.28
9442,NICORETTE INVISI 15 MG NIKOTIN BANDI,8699593813429,N07BA01,Pasif,94.51
9443,NICORETTE İNVISI 15 MG/16 SAAT TRANSDERMAL FLASTER,8683873481323,N07BA01,Aktif,66.28
9444,NICORETTE İNVISI 25 MG/16 SAAT TRANSDERMAL FLASTER,8683873481354,N07BA01,Aktif,66.28
9445,"NICORETTE QUICKMIST 1 MG/SPREY MEYVELI ORAL  MUKOZAYA  UYGULANACAK  SPREY, ÇöZELTI",8683873452453,N07BA01,Aktif,80.0
9446,"NICORETTE QUICKMIST 1 MG/SPREY NANELI ORAL MUKOZAYA  UYGULANACAK  SPREY,  ÇöZELTI",8683873452439,N07BA01,Aktif,79.82
9447,NICOTINELL 14 MG/24 SAAT TRANSDERMAL FLASTER,8683873481354,N07BA01,Aktif,67.09
9448,NICOTINELL 21 MG/24 SAAT TRANSDERMAL FLASTER,8683873481354,N07BA01,Aktif,67.09
9449,NICOTINELL 7 MG/24 SAAT TRANSDERMAL FLASTER,8683873481354,N07BA01,Aktif,66.24
9450,NICOTINELL TTS 10,8699828030058,C10AD02,Pasif,57.66
9451,NİCOTİNELL TTS 10,8681291810251,N07BA01,Pasif,63.77
9452,NICOTINELL TTS 20,8699828030058,C10AD02,Pasif,59.46
9453,NİCOTİNELL TTS 20,8681291810268,N07BA01,Pasif,65.67
9454,NICOTINELL TTS 30,8699828030058,C10AD02,Pasif,57.66
9455,NİCOTİNELL TTS 30,8699828011071,A11HA05,Aktif,64.15
9456,"NİDAZOL %0,5 IV SOLÜSYON",8699508690527,J01XD01,Pasif,65.08
9457,NİDAZOL 200 MG/5 ML ORAL SÜSPANSİYON,8699569280552,J05AH02,Aktif,58.9
9458,NİDAZOL 250 MG FİLM TABLET,8699508090075,P01AB01,Aktif,64.86
9459,NİDAZOL 250 MG FİLM TABLET,8699508090075,P01AB01,Aktif,64.86
9460,NIDAZOL 50 MG/5 ML ORAL SüSPANSIYON,8699586700057,P01AB01,Pasif,58.33
9461,NIDAZOL 500 MG FILM KAPLı TABLET,8699508090075,P01AB01,Aktif,61.02
9462,NİDAZOL-M 500/100 MG VAJINAL TABLET,8699508690527,J01XD01,Pasif,60.81
9463,NIDICARD 10 MG YUMUŞAK KAPSÜL,8699809190023,C08CA05,Pasif,61.26
9464,NİDİLAT 10 MG YUMUŞAK JELATİN KAPSÜL,8699809190023,C08CA05,Pasif,70.71
9465,Nifunis 500 mg/200.000 I.U. Vajinal Ovül,8699324900015,G01AA51,Pasif,68.03
9466,"NİKİTABS 1,5 MG FİLM KAPLI TABLET",8699591090242,R03DC03,Pasif,63.64
9467,NİKSEN %1 ŞAMPUAN,8699622560102,P03AC04,Pasif,56.57
9468,NİLEMDO 180 MG FİLM KAPLI TABLET,8699527093521,A03AB06,Aktif,59.46
9469,"NİLİSENS 100 MCG BURUN SPREYI, SüSPANSIYON",8680760540125,R01AD01,Aktif,61.73
9470,NILOKAM 150 MG SERT KAPSüL,8699540023277,L01EA03,Aktif,54.55
9471,NILOKAM 200 MG SERT KAPSüL,8699540023277,L01EA03,Aktif,56.2
9472,NIMBEX  5MG/2.5ML ENJEKSİYONLUK ÇÖZELTİ,8699828750079,A11HA30,Pasif,59.46
9473,NIMBEX 10MG/5ML ENJEKSIYONLUK ÇOZELTI,8680400770851,B02AA02,Aktif,54.95
9474,NIMBEX 20MG/10ML ENJEKTABL AMPUL-KT,8680400770844,B02AA02,Aktif,48.62
9475,NIMEJEL  PLUS  %1+%5  JEL,8699584340842,M02AA26,Aktif,58.72
9476,NİMEJEL %3 JEL,8680150340021,M02AA26,Aktif,66.67
9477,NİMEKSİL % 1 JEL,8699792342911,M02AA26,Aktif,61.54
9478,NIMELID JEL % 1,8699525345264,M02AA26,Aktif,74.29
9479,NIMELID TABLET 100 MG,8699525013859,M01AX17,Aktif,77.11
9480,NİMENRİX 0.5 ML İM ENJEKSİYON İÇİN TOZ İÇEREN FLAKON VE ÇÖZÜCÜ  İÇEREN  KULLANIMA  HAZIR  ENJEKTÖR,8681308964144,J07AH08,Aktif,70.34
9481,NIMES 100 MG TABLET,8699536010205,M01AX17,Aktif,68.89
9482,NIMES 100 MG TOZ İÇEREN POŞET,8699536010205,M01AX17,Aktif,70.0
9483,NİMES COMBO 100 MG/8 MG TABLET,8699536011356,M03BX55,Aktif,60.27
9484,NIMES COMBO JEL,8699536340029,M02AA26,Aktif,65.79
9485,NIMES TOPIKAL JEL %1,8699536340029,M02AA26,Aktif,68.82
9486,"NIMIDO PLUS %1 + %5 DERIYE UYGULANACAK SPREY, ÇöZELTI",8680199030693,M02AA26,Aktif,70.3
9487,NİMOKAİN JEL,8699584340453,M02AA26,Pasif,53.85
9488,NIMOTOP 10 MG / 50 ML İNFüZYON ÇöZELTISI,8699769760069,L01XA03,Pasif,63.7
9489,NIMOTOP 30 MG FILM KAPLı TABLET,8699738090081,C01EB15,Aktif,60.61
9490,NİNAX 25 MG/10 ML İ.V. İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN AMPUL,8680400770707,C08CA04,Aktif,80.0
9491,NINLARO 2.3 MG KAPSüL,8699456150036,L01XG03,Aktif,59.18
9492,NINLARO 3 MG KAPSüL,8697929090612,C10BA06,Aktif,53.9
9493,NINLARO 4 MG KAPSüL,8697929090674,C10BA06,Aktif,54.93
9494,NİOSTA 100.000 U/ML ORAL SüSPANSIYON,8699511400014,A07AA02,Aktif,75.0
9495,NİPİDOL 10 MG TABLET,8699578012830,C08CA01,Aktif,63.37
9496,NİPİDOL 5 MG TABLET,8699578012861,C08CA01,Pasif,62.63
9497,NİSİ-L 600 MG/50 ML ENJEKSİYONLUK ÇÖZELTİ (ÜRETIM YERI: ÇERKEZKöY),8699522969388,J07BK03,Aktif,54.32
9498,NİSİ-L 600 MG/50 ML ENJEKSİYONLUK ÇÖZELTİ (ÜRETIM YERI: MEFAR),8699522969388,J07BK03,Aktif,54.39
9499,NİTİNAB 150 MG SERT KAPSÜL,8699540023277,L01EA03,Aktif,64.46
9500,NİTİNAB 200 MG SERT KAPSÜL,8699540023277,L01EA03,Aktif,66.12
9501,NİTROCİN % 0.2 MERHEM,8699479380014,D08AF01,Pasif,61.39
9502,NITRODERM TTS 10,8681428810499,C01DA02,Pasif,53.66
9503,NITRODERM TTS 10,8681428810482,C01DA02,Pasif,62.79
9504,NITRODERM TTS 5,8699479380014,D08AF01,Pasif,50.6
9505,"NITROLINGUAL PUMP SPRAY 0,4 MG/DOZ",8699738520014,C01DA02,Aktif,55.03
9506,NİVAZOL 500 MG OVÜL,8699508090075,P01AB01,Aktif,61.22
9507,NİVESTİM 30 MU/0.5 ML SC/IV ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699638953707,L03AA02,Pasif,66.18
9508,NİVESTİM 48 MU/0.5 ML SC/IV ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,8699638953738,L03AA02,Pasif,66.18
9509,NIVOVUL 500 MG/200.000 I.U. OVüL,8680199198744,G01AA51,Aktif,63.89
9510,NIZORAL 200 MG TABLET,8699593011108,J02AB02,Pasif,53.78
9511,NIZORAL 200MG TABLET,8699593011108,J02AB02,Pasif,52.54
9512,NIZORAL 400MG OVÜL,8699593901201,G01AF11,Pasif,53.1
9513,NOACNE % 3 MERHEM,8699819370644,D10AF,Pasif,50.72
9514,NOBATEKS 20 MG SUPOZİTUVAR,8699540890800,M01AC02,Pasif,61.11
9515,NOBECİD 1 G IM ENJEKTABL TOZ İÇEREN FLAKON,8699541274005,J01CG01,Pasif,62.89
9516,NOBECİD 1 G IM/IV ENJEKSİYONLUK TOZ,8699828270263,J01CG01,Aktif,60.92
9517,NOBECİD 250 MG IM ENJEKTABL TOZ İÇEREN FLAKON,8698978270109,J01CR01,Pasif,58.33
9518,NOBECİD 250 MG IM/IV ENJEKTABL TOZ İÇEREN FLAKON,8698978270109,J01CR01,Pasif,58.46
9519,NOBECID 250 MG/5 ML SÜSPANSIYON HAZIRLAMAK IÇIN TOZ,8699540280328,J01CR04,Pasif,72.26
9520,NOBECİD 375 MG FİLM TABLET,8699540091603,J01CR04,Pasif,60.8
9521,NOBECİD 500 MG IM ENJEKTABL TOZ İÇEREN FLAKON,8698978270123,J01CR01,Pasif,58.33
9522,NOBECİD 500 MG IM/IV ENJEKSİYONLUK TOZ,8697637750051,N02BB02,Aktif,58.03
9523,NOBECİD 750 MG FİLM TABLET,8699540091610,J01CR04,Pasif,60.8
9524,NOBEPRİL 25 MG TABLET,8699536093154,N06AB06,Aktif,60.0
9525,NOBİCİA 5 MG FİLM KAPLI TABLET,8684071000088,G04BE08,Aktif,69.29
9526,NOBIMAT 400 MG FILM KAPLı TABLET,8699650090022,L01EA01,Aktif,60.56
9527,NOBİT ŞAMPUAN % 1,8699622560102,P03AC04,Pasif,58.54
9528,NOBİVOR 200 MG FİLM KAPLI TABLET,8681308091116,J02AC03,Aktif,61.42
9529,NODIZIL 600MG/300ML I.V. İNFÜZYON İÇIN ÇÖZELTI İÇEREN FLAKON,8680199752694,J01XX08,Pasif,72.43
9530,NOGESİC 1 G/2 MLİ.M./İ.V.ENJEKSIYONLUK ÇöZELTI,8699828750017,N02BB02,Pasif,74.42
9531,"NOGESİC 2,5 G/5 MLİ.M./İ.V.ENJEKSIYONLUK ÇöZELTI",8699828750048,N02BB02,Pasif,75.43
9532,NOGESİC 500 MG TABLET,8699828010036,N02BB02,Pasif,63.25
9533,NOKREV 50 MG FILM KAPLı TABLET,8699510090049,N07BB04,Aktif,66.1
9534,NOKTÜRN 10 MG FİLM TABLET,8699536091129,N06AB05,Pasif,69.9
9535,NOKTÜRN 20 MG FİLM TABLET,8699536091143,N06AB05,Pasif,69.9
9536,NOKTÜRN 30 MG FİLM TABLET,8699536091129,N06AB05,Pasif,67.96
9537,NOKTÜRN 40 MG FİLM TABLET,8699536091129,N06AB05,Pasif,67.96
9538,"NOLERJİ % 1,5 + % 1,5 + % 5 JEL",8699522969388,J07BK03,Aktif,49.76
9539,NOLİP 10 MG FİLM KAPLI TABLET,8697929090612,C10BA06,Aktif,60.76
9540,NOLİP 20 MG FİLM KAPLI TABLET,8697929090650,C10BA06,Aktif,60.38
9541,NOLİP 40 MG FİLM KAPLI TABLET,8697929090674,C10BA06,Aktif,60.38
9542,NOLİP 5 MG FİLM KAPLI TABLET,8697929090612,C10BA06,Aktif,59.87
9543,NOLTEC 10 MG GASTRO-REZİSTAN TABLET,8699504040104,L04AA06,Aktif,66.1
9544,NOLVADEX 20 MG FILM TABLET,8699786090019,L02BA01,Pasif,62.5
9545,NONAFACT 1000 IU/ 10 ML KT,8699823980082,B02BD04,Pasif,56.96
9546,NOOTROPIL 1 G/5 ML ENJEKSIYONLUK ÇÖZELTİ,8680202600240,N06BX03,Aktif,67.65
9547,NOOTROPIL 1200 MG FILM TABLET,8699624090102,N06BX03,Pasif,81.25
9548,NOOTROPIL 200 MG/ML ŞURUP,8699624570031,N06BX03,Aktif,66.67
9549,NOOTROPIL 800 MG FILM KAPLı TABLET,8699624090010,N06BX03,Aktif,66.67
9550,NOOTROVER 1 G/5 ML İNFÜZYONLUK ÇÖZELTİ İÇEREN AMPUL,8680400770370,N06BX03,Pasif,80.0
9551,NOPARKS 1 MG TABLET,8699819010557,N04BD02,Pasif,59.79
9552,NOPARKS 1 MG TABLET,8699819010557,N04BD02,Pasif,59.79
9553,NOPEZ 10 MG FİLM TABLET,8699541094801,N06DA02,Pasif,66.67
9554,NOPEZ 5  MG FİLM  KAPLI TABLET,8699578090142,N06DA02,Aktif,61.67
9555,NOPOT 880 MG GRANÜL İÇEREN SAŞE,8699819241265,V03AE01,Aktif,60.69
9556,NÖRAFİT 100 MG EFERVESAN TABLET,8697930022190,N02BF02,Pasif,69.42
9557,NÖRAFİT 150 MG EFERVESAN TABLET,8697930022190,N02BF02,Pasif,71.07
9558,NÖRAFİT 200 MG EFERVESAN TABLET,8697930022206,N02BF02,Pasif,69.42
9559,NÖRAFİT 225 MG EFERVESAN TABLET,8697930022169,N02BF02,Pasif,70.0
9560,NöRAFIT 25 MG EFERVESAN TABLET,8697930022169,N02BF02,Pasif,77.06
9561,NÖRAFİT 300 MG EFERVESAN TABLET,8697930022206,N02BF02,Pasif,71.07
9562,NöRAFIT 75 MG EFERVESAN TABLET,8697930022169,N02BF02,Pasif,75.23
9563,NORAPLUS B12 150 MG/1 MG FİLM KAPLI TABLET,8681309090071,N02BF02,Pasif,60.43
9564,NORAPLUS B12 300 MG/1 MG FİLM KAPLI TABLET,8699591090242,R03DC03,Pasif,58.9
9565,NORAPLUS B12 75 MG/1 MG FİLM KAPLI TABLET,8680881091506,C07BB12,Aktif,59.09
9566,NORCURON 10 MG IV LİYOFİLİZE TOZ İÇEREN FLAKON,8699636790342,M03AC03,Pasif,70.44
9567,NORCURON 4 MG IV LİYOFİLİZE TOZ İÇEREN FLAKON,8699636790342,M03AC03,Pasif,68.35
9568,NORDAY 2.5/20 MG FİLM KAPLI TABLET,8699514091233,C09DA08,Pasif,67.03
9569,NORDAY 5/20 MG FİLM KAPLI TABLET,8699514091240,C09DA08,Pasif,66.3
9570,NORDİP 10/5 MG FİLM KAPLI TABLET,8699511091830,C09BX01,Aktif,63.41
9571,"NORDİTROPİN SİMPLEXX 10 MG/1,5 ML S.C. KULLANIM İÇİN ÇÖZELTİ İÇEREN KARTUŞ",8699676950232,H01AC01,Pasif,62.44
9572,"NORDİTROPİN SİMPLEXX 15 MG/1,5 ML S.C. KULLANIM İÇİN ÇÖZELTİ İÇEREN KARTUŞ",8699676950249,H01AC01,Pasif,62.44
9573,"NORDİTROPİN SİMPLEXX 5 MG/1,5 ML S.C. KULLANIM İÇİN ÇÖZELTİ İÇEREN KARTUŞ",8699676950225,H01AC01,Pasif,62.1
9574,NORDİTROPİN® NORDİFLEX® 10 MG/1.5 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM,8699676950232,H01AC01,Pasif,81.01
9575,NORDİTROPİN® NORDİFLEX® 15 MG/1.5 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM,8699676950249,H01AC01,Pasif,81.01
9576,NORDİTROPİN® NORDİFLEX® 5 MG/1.5 ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM,8699676950225,H01AC01,Pasif,80.85
9577,NOREDRAX 4 MG/4 ML ENJEKIYONLUK/İNFüZYONLUK ÇöZELTI  HAZıRLAMAK İçIN KONSANTRE,8697637750068,C01CA03,Pasif,61.66
9578,NOREFRİN AMPUL,8699708750359,A16AA01,Pasif,54.55
9579,NOREPRİN 4 MG/4 ML IV İNFÜZYON İÇİN ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,8697637750068,C01CA03,Pasif,79.82
9580,NORLEVO 1.5 MG TABLET,8699704011638,G03AD01,Pasif,64.81
9581,NORLOPIN 10 MG TABLET,8699511010169,C08CA01,Aktif,66.67
9582,NORLOPİN 5 MG TABLET,8699511010114,C08CA01,Aktif,65.98
9583,NORM-ASİDOZ 1000 MG GASTRO REZİSTAN TABLET,8699580040050,A02AH,Aktif,74.25
9584,NORMATİN % 0.5 GÖZ DAMLASI,8680199610116,S01ED01,Pasif,60.5
9585,NORMOLOL 5 MG/5 ML IV ENJEKSIYONLUK  ÇöZELTI,8681332750058,C07AB02,Pasif,63.69
9586,NORMOPRES TABLET 10 MG,8699543010618,C08CA01,Aktif,67.33
9587,NORMOPRES TABLET 5 MG,8699543010601,C08CA01,Aktif,64.65
9588,"NORMOTRI 10 MG/1,25 MG/4,07 MG FILM KAPLI TABLET",8699543091891,C09BX01,Aktif,79.44
9589,"NORMOTRI 5 MG/0,625 MG/2,035 MG FILM KAPLı TABLET",8699543091907,C09BX01,Aktif,75.96
9590,"NORMOTRI 5 MG/1,25 MG/4,07 MG FILM KAPLI TABLET",8699543091884,C09BX01,Aktif,79.25
9591,"NORMOTRI FORT 10 MG/2,5 MG/8,14 MG FILM KAPLI TABLET",8699543091914,C09BX01,Aktif,82.08
9592,"NORMOTRI FORT 5 MG/2,5 MG/8,14 MG FILM KAPLI TABLET",8699543091907,C09BX01,Aktif,81.9
9593,NÖRODİN 1 G/5 ML IV ENJEKSİYONLUK ÇÖZELTİ,8699828770145,L01CA02,Aktif,67.09
9594,NORODOL 10 MG TABLET,8699543010083,N05AD01,Aktif,71.74
9595,NORODOL 10 MG/2 ML SOLÜSYON IÇEREN AMPUL I.M./I.V.,8699543750071,N05AD01,Aktif,68.82
9596,NORODOL 2 MG / ML ORAL DAMLA,8699543590028,N05AD01,Aktif,68.69
9597,NORODOL 20 MG TABLET,8699543010090,N05AD01,Aktif,71.74
9598,NORODOL 5 MG TABLET,8699543010076,N05AD01,Aktif,71.11
9599,NORODOL 5 MG/1 ML SOLÜSYON IÇEREN AMPUL I.M./I.V.,8699543750071,N05AD01,Aktif,69.57
9600,Norodol dekanoat 150mg-3 ml enjeksiyon için çözelti,8699543750088,N05AD01,Aktif,76.82
9601,"NORODOL DEKANOAT 50 MG/ML İ.M. ENJEKSIYON İÇIN ÇÖZELTI, 1 ML",8699543750088,N05AD01,Aktif,81.88
9602,"NORODOL DEKANOAT 50 MG/ML I.M. ENJEKSIYON IÇIN ÇÖZELTI, 1 ML",8699543750088,N05AD01,Aktif,74.71
9603,"NORODOL DEKANOAT 50 MG/ML İ.M. ENJEKSIYON İÇIN ÇÖZELTI, 3 ML",8699543750101,N05AD01,Aktif,77.84
9604,"NORODOL DEKANOAT 50 MG/ML I.M. ENJEKSIYON IÇIN ÇÖZELTI, 3 ML",8699543750101,N05AD01,Aktif,81.88
9605,"NORODOL DEKANOAT 50 MG/ML I.M. ENJEKSIYON IÇIN ÇÖZELTI, 3 ML",8699543750101,N05AD01,Aktif,74.71
9606,NÖROFREN 2 MG TABLET,8699809018068,N05AG02,Pasif,83.58
9607,NOROGRIZOVIM İ.M. AMPUL,8699525750341,N02BB02,Pasif,52.63
9608,NÖROMAT 100 MG FİLM TABLET,8699578092849,N03AX11,Pasif,67.86
9609,NÖROMAT 200 MG FİLM TABLET,8699578092856,N03AX11,Pasif,67.86
9610,NÖROMAT 25 MG FİLM TABLET,8699578092825,N03AX11,Pasif,67.27
9611,NÖROMAT 50 MG FİLM TABLET,8699578092832,N03AX11,Pasif,67.27
9612,NÖROTROP 1 G/5ML IM/IV AMPUL,8697772750015,N06BX03,Pasif,58.06
9613,NORPINE 10MG TABLET,8698778010653,C08CA01,Pasif,58.25
9614,NORPINE 5MG TABLET,8698778010622,C08CA01,Pasif,55.45
9615,NORPROLAC 25 MG + 50 MG TABLET (BAŞLANGIÇ PAKETI),8697621010253,G02CB04,Pasif,68.64
9616,NORPROLAC 75 MG TABLET,8699527091367,B01AF01,Aktif,56.91
9617,"NORSOL %1 FORTE GÖZ KULAK DAMLASI, ÇÖZELTİ",8680199012996,S01AE05,Aktif,57.14
9618,NORTAN 100 MG FİLM TABLET,8699809097681,C07AB03,Pasif,66.02
9619,NORTAN 50 MG FİLM TABLET,8699809097674,C07AB03,Pasif,65.35
9620,NORVADIN 10 MG TABLET,8699514012085,C08CA01,Pasif,57.89
9621,NORVADIN 5 MG TABLET,8699552091066,C09BB04,Pasif,56.12
9622,NORVASC 10 MG AğıZDA DAğıLAN TABLET,8699832080018,R06AX29,Aktif,59.7
9623,NORVASC 10 MG TABLET,8699532014085,C08CA01,Aktif,63.92
9624,NORVASC 5 MG AĞIZDA DAĞILAN TABLET,8697932090906,C10BX09,Pasif,58.57
9625,NORVASC 5 MG TABLET,8699532014078,C08CA01,Aktif,63.16
9626,NORVİR 100 MG FİLM KAPLI TABLET,8680199093704,J05AR10,Aktif,59.17
9627,NORVIR 100 MG YUMUŞAK KAPSÜL,8699548191084,J05AE03,Pasif,65.0
9628,NORVIR 100 MG YUMUŞAK KAPSÜL,8699548191084,J05AE03,Pasif,57.78
9629,NORVIR 80 MG/ML ORAL SOLÜSYON,8680199093704,J05AR10,Aktif,52.63
9630,NORVIR 80MG/ML ORAL SOLÜSYON,8699559590036,N06DA03,Pasif,62.07
9631,NOSKAR JEL,8699708190247,A02AH,Aktif,48.57
9632,NOSPAZM 40 MG FILM KAPLı TABLET,8680760090569,A03AB06,Aktif,75.91
9633,"NOTECORT 20 MCG/50 MCG AEROSOL İNHALASYONU, ÇÖZELTİ",8699638523832,R03BB01,Pasif,62.18
9634,NOTİDİN 20 MG FİLM TABLET,8699525091031,A02BA03,Pasif,64.08
9635,NOTİDİN 40 MG FİLM TABLET,8699525091031,A02BA03,Pasif,64.08
9636,NöTRAS 450 MG TABLET,8699514041238,B01AC06,Aktif,57.81
9637,NOTROSERB 1 G IM/IV ENJEKSIYONLUK ÇöZELTI,8697637750341,N06BX03,Aktif,66.19
9638,NOTTA 10 MG FİLM KAPLI TABLET,8699536093116,R03DC03,Aktif,70.87
9639,NOTTA 4 MG ÇİĞNEME TABLETİ,8699536080031,R03DC03,Pasif,68.42
9640,NOTTA 4 MG PEDİYATRİK ORAL GRANÜL,8680833250012,R03DC03,Pasif,75.19
9641,NOTTA 5 MG ÇİĞNEME TABLETİ,8680833080046,R03DC03,Pasif,68.42
9642,NOTUSS  15  MG/5  ML  ŞURUP,8699772570013,R05DB13,Aktif,60.71
9643,NOTUSS 50 MG SR TABLET,8699772030135,R05DB13,Aktif,60.95
9644,"NOTUSS 7,5 MG/5 ML ŞURUP",8699772570013,R05DB13,Aktif,60.18
9645,"NOTUSS FORT 22,5 MG/5 ML ŞURUP",8699527575300,R05DB13,Aktif,60.94
9646,NOTUSS FORT ŞURUP,8699772570020,R05DB13,Aktif,56.6
9647,NOVAKOM-S AMPUL,8699540752801,N02BB02,Pasif,64.08
9648,NOVALDON    500/30    MG    TABLET,8699622090708,N02BE01,Pasif,61.67
9649,NOVALGIN 1G/2ML IM/IV ENJEKSİYONLUK ÇÖZELTİ,8697637750051,N02BB02,Aktif,67.01
9650,NOVALGIN 2.5G/5ML IM/IV AMPUL,8699809755017,N02BB02,Pasif,64.06
9651,NOVALGIN 250 MG/5  ML ŞURUP,8699809595002,N02BB02,Pasif,61.42
9652,NOVALGIN 300 MG SUPPOZITUAR ÇOCUKLAR İÇIN,8699809895201,N02BB02,Pasif,63.24
9653,NOVALGIN 500 MG TABLET,8683060010107,N02BB02,Aktif,65.62
9654,NOVALGIN 500 MG/ML ORAL DAMLA,8699809595002,N02BB02,Pasif,63.08
9655,NOVALGIN SUPPOZITUAR BÜYÜKLER İÇIN,8699809895201,N02BB02,Pasif,57.36
9656,"NOVAQUA  %1,4  +  %0,6  TEK  DOZLUK  GÖZ  DAMLASI,  ÇÖZELTİ",8699844611675,S01XA20,Aktif,60.77
9657,NOVAREX 200 MG/100 ML IV İNFüZYONLUK ÇöZELTI,8699769760076,L01XA03,Pasif,58.48
9658,NOVAREX 200MG/100ML İ.V. İNFÜZYON İÇİN ÇÖZELTİ İÇEREN FLAKON,8680199752694,J01XX08,Pasif,65.24
9659,NOVAREX 200MG/100ML İ.V. İNFÜZYON İÇİN ÇÖZELTİ İÇEREN FLAKON,8680199752694,J01XX08,Pasif,65.24
9660,NOVAREX 400 MG/200 ML IV İNFüZYONLUK  ÇöZELTI,8699769760083,L01XA03,Pasif,58.48
